8.0,11.0
32.0,35.0
45.0,52.0
69.0,72.0
89.0,93.0
104.0,107.0
139.0,143.0
146.0,151.0
187.0,190.0
241.0,244.0
264.0,268.0
274.0,277.0
282.0,285.0
301.0,304.0
306.0,310.0
337.0,340.0
341.0,344.0
360.0,363.0
371.0,374.0
407.0,410.0
540.0,547.0
563.0,566.0
568.0,571.0
583.0,586.0
596.0,599.0
612.0,615.0
617.0,623.0
635.0,638.0
723.0,726.0
737.0,741.0
752.0,755.0
23873.0,23876.0
30401.0,30404.0
37383.0,37387.0
69838.0,69842.0
69844.0,69847.0
69859.0,69863.0
69865.0,69873.0
69879.0,69888.0
69895.0,69898.0
69899.0,69902.0
69911.0,69914.0
69919.0,69923.0
69928.0,69936.0
69938.0,69944.0
69970.0,69974.0
69980.0,69983.0
69998.0,70007.0
70015.0,70019.0
70027.0,70030.0
70040.0,70043.0
70079.0,70082.0
70094.0,70097.0
70108.0,70111.0
70125.0,70128.0
70131.0,70136.0
70153.0,70156.0
70165.0,70168.0
70170.0,70173.0
70178.0,70181.0
70189.0,70198.0
70232.0,70236.0
70240.0,70245.0
70247.0,70251.0
70260.0,70263.0
70295.0,70298.0
70331.0,70336.0
70360.0,70363.0
70372.0,70376.0
70392.0,70395.0
70397.0,70402.0
70414.0,70419.0
70421.0,70425.0
70443.0,70446.0
70448.0,70454.0
70457.0,70466.0
70483.0,70486.0
70487.0,70490.0
70494.0,70497.0
70514.0,70517.0
70540.0,70547.0
70569.0,70573.0
70608.0,70612.0
70622.0,70629.0
70632.0,70637.0
70658.0,70661.0
70673.0,70677.0
70713.0,70717.0
70792.0,70795.0
70945.0,70948.0
71223.0,71226.0
71627.0,71630.0
71661.0,71664.0
71716.0,71720.0
71722.0,71733.0
71744.0,71750.0
71753.0,71759.0
71871.0,71874.0
71889.0,71892.0
71907.0,71913.0
71919.0,71922.0
71931.0,71934.0
71935.0,71941.0
71942.0,71945.0
71956.0,71961.0
72447.0,72451.0
72829.0,72833.0
72974.0,72977.0
73235.0,73238.0
73265.0,73268.0
73306.0,73309.0
73434.0,73437.0
73662.0,73668.0
73733.0,73736.0
73854.0,73857.0
73969.0,73972.0
74025.0,74029.0
74246.0,74249.0
74440.0,74443.0
74447.0,74451.0
74668.0,74671.0
74678.0,74684.0
74827.0,74831.0
74910.0,74913.0
75100.0,75103.0
75106.0,75109.0
75460.0,75463.0
75487.0,75490.0
75524.0,75530.0
75535.0,75540.0
75738.0,75743.0
75750.0,75753.0
75762.0,75765.0
75768.0,75772.0
75786.0,75789.0
75795.0,75800.0
75817.0,75822.0
75825.0,75829.0
75830.0,75834.0
75880.0,75883.0
75886.0,75892.0
75896.0,75900.0
75909.0,75913.0
75926.0,75933.0
75956.0,75962.0
75972.0,75979.0
76023.0,76026.0
76074.0,76077.0
76085.0,76091.0
76093.0,76098.0
76103.0,76106.0
76117.0,76124.0
76148.0,76152.0
76209.0,76221.0
76240.0,76246.0
76249.0,76255.0
76320.0,76326.0
76333.0,76340.0
76346.0,76352.0
76371.0,76374.0
76398.0,76402.0
76432.0,76435.0
76451.0,76459.0
76495.0,76498.0
76514.0,76518.0
76546.0,76549.0
76551.0,76554.0
76555.0,76558.0
76581.0,76587.0
76626.0,76630.0
76633.0,76636.0
76648.0,76652.0
76660.0,76663.0
76667.0,76670.0
76671.0,76674.0
76677.0,76680.0
76692.0,76695.0
76696.0,76705.0
76711.0,76716.0
76724.0,76727.0
76748.0,76751.0
76784.0,76787.0
76790.0,76796.0
76799.0,76803.0
76804.0,76807.0
76831.0,76834.0
76835.0,76838.0
76937.0,76940.0
77054.0,77057.0
77058.0,77061.0
77073.0,77076.0
77085.0,77088.0
77111.0,77116.0
77126.0,77131.0
77154.0,77157.0
77164.0,77167.0
77194.0,77201.0
77277.0,77286.0
77315.0,77319.0
77332.0,77335.0
77352.0,77355.0
77421.0,77424.0
77475.0,77484.0
77488.0,77491.0
77515.0,77518.0
77590.0,77595.0
77611.0,77614.0
77641.0,77645.0
77647.0,77650.0
77682.0,77691.0
77696.0,77699.0
78193.0,78196.0
78219.0,78226.0
78227.0,78230.0
78311.0,78314.0
78457.0,78460.0
78506.0,78509.0
78561.0,78564.0
78582.0,78585.0
78601.0,78604.0
78611.0,78614.0
79465.0,79468.0
79800.0,79803.0
80011.0,80015.0
80032.0,80036.0
80039.0,80042.0
80115.0,80118.0
80136.0,80143.0
80153.0,80158.0
80193.0,80196.0
80225.0,80230.0
80243.0,80248.0
80289.0,80292.0
80336.0,80345.0
80348.0,80352.0
80417.0,80422.0
80423.0,80430.0
80435.0,80438.0
