recording,channel,epoch,second,theta_beta_ratio,alpha_peak,one_over_f,dfa_exponent,seizure,delta_absolute,delta_relative,theta_absolute,theta_relative,alpha_absolute,alpha_relative,beta_absolute,beta_relative,gamma_absolute,gamma_relative
1,BTEright SD,1,1,0.5622836514427966,,1.4727789709020278,0.9883392969941608,0,0.6402984276985839,0.027128476744863853,5.801676408096586,0.24580826175691323,4.278033207825339,0.1812538019332414,8.173958047968338,0.34631824978053466,6.078077908460416,0.2575189756217229
1,BTEright SD,1,2,0.6918585952136016,,1.7703661727884512,1.0417999652553265,0,23.752697040661364,0.44744966749417125,9.976541523980075,0.18793656063582675,1.3733872286003392,0.025871658183741673,11.119550603006603,0.20946839053614189,3.426444095342744,0.06454682887269245
1,BTEright SD,1,3,1.3035231893761612,,0.8082070591762679,0.8753835480127995,0,10.878367775269554,0.24960628883700234,12.885773109742555,0.29566659917772264,2.064988931802324,0.04738157731056228,9.483366242628595,0.21759770421495758,8.505874079703675,0.19516895422273756
1,BTEright SD,1,4,0.8268095216872319,,1.0224752014546807,0.7170104538014832,0,6.550042023081177,0.11669121313609285,10.440910099459888,0.18600834337513664,1.8504111196358966,0.032965699699321234,7.62827765348553,0.1359003454309811,19.005561720504375,0.33859050761559634
1,BTEright SD,1,5,1.272521621706342,,1.1853824705428304,0.9881961666687106,0,14.197175577790734,0.46344151066076134,8.566486211835617,0.27963768492644614,0.8142623588695965,0.026580144452044832,4.282730333573826,0.13980210392333406,2.9727088561281896,0.09703878602401961
1,BTEright SD,1,6,1.419842478160394,,1.5085744956897962,1.0861546729537885,0,6.234894155150982,0.29364455398562483,5.467468398384372,0.2575011346339687,3.55572191889393,0.16746368919637802,3.1842336105785733,0.1499677195950311,2.584042319055036,0.12170053498534827
1,BTEright SD,1,7,1.1193404511185523,,1.582325328495516,1.0496281914015093,0,7.246910803137429,0.241855905536621,8.456266296485941,0.282216519307783,2.8664357623916485,0.09566344002407888,5.390883267292356,0.179913481712614,4.491714601456165,0.14990493630429774
1,BTEright SD,1,8,1.583841498078533,,1.072342263181225,1.0726602030177805,0,10.03113874075773,0.3328870462262583,3.420096594865431,0.11349716943375039,2.9829349781704213,0.09898979962599265,4.08156952503371,0.13544839307575468,4.020357509561769,0.13341704972076576
1,BTEright SD,1,9,4.870492414182196,,1.5426083864426743,1.3353202366102395,0,39.811846178025135,0.49431510491407826,35.71386758654937,0.4434334475218846,7.374410628445368,0.09156276117362136,4.316547231637601,0.05359546724189013,2.407467466960645,0.029891794723268812
1,BTEright SD,1,10,2.134081098264625,,1.8244657670335684,1.0824434500900852,0,22.32771976294614,0.6131648661422754,9.348355118282042,0.2567249578375896,3.9205782232099966,0.10766709932576093,1.6495398919151834,0.04529974031208718,2.7904820620007067,0.07663234661600367
1,BTEright SD,1,11,0.6538099291945071,,1.600914188447565,1.0848320737198542,0,6.097376676696249,0.24777086638817333,4.291476414344153,0.1743869348486099,1.2520251909675084,0.05087685782829513,5.956687978701177,0.2420538896551317,2.2794132287791022,0.092625438856317
1,BTEright SD,1,12,0.9455677836575487,,1.4367057659439946,1.1237972951124369,0,8.572665032130015,0.2987363856055983,9.547079089202352,0.33269232957425593,4.013291326772789,0.13985337591623,5.18128404889992,0.18055506237127725,3.249293011334335,0.11322990532599501
1,BTEright SD,1,13,0.7046895227428709,,1.3800398324487404,1.0689947276365128,0,1.9482505732706645,0.11637546554099097,1.55051425978785,0.09261735696955847,1.965870800947151,0.11742798015431762,6.5361980002687545,0.390428775222896,4.169125464624825,0.24903568539954393
1,BTEright SD,1,14,1.798019000553326,,1.887570944362984,1.129071066237921,0,12.8891378763945,0.30878475978902553,14.38687128839479,0.3446659223840428,4.823607487695452,0.11555904620528687,4.188842193988746,0.10035198964189905,4.404581715803373,0.10552045607149114
1,BTEright SD,1,15,0.9793188380712671,,0.9582831408644633,0.994512654162493,0,2.233018171824203,0.14308613335771392,2.3071662132074375,0.14783735153920666,1.6277263761221956,0.10430057232065582,3.4839536274358287,0.22324290041049413,5.836846029498366,0.37401027000285253
1,BTEright SD,1,16,1.6755489662551832,,1.861002832286647,1.0466690961832472,0,18.244472208338163,0.4147993010564558,8.807608715281976,0.20024640325895673,3.5672329762390103,0.08110323655036894,4.125351087112425,0.09379239519818325,5.304783804797852,0.12060752371231162
1,BTEright SD,1,17,0.557764877750067,,1.5373020654687277,1.0213745521932545,0,3.7919358268102883,0.15578728978602463,4.540061445569727,0.1865231639909592,1.5143454658037037,0.06221512881344365,7.830271123473492,0.32169761629163124,4.533791509632405,0.18626557093785392
1,BTEright SD,1,18,1.1135818572155118,,1.5302683351516355,1.0999402721525449,0,8.889289449318085,0.2692713246586406,2.554013551776059,0.07736530756523127,1.7879540655036847,0.05416009484131622,6.704208406305729,0.20308159483905905,3.166544646794323,0.09591989061605412
1,BTEright SD,1,19,1.4495899401718844,,1.6356931078429202,1.0058780896109063,0,15.574279066713462,0.45242103497325936,6.545262029593944,0.19013491468308164,2.218342826515419,0.06444118236218299,1.7680962521859553,0.051361859699558705,2.4393167785125707,0.07086030864317748
1,BTEright SD,1,20,1.3083452932840085,,1.676099681276758,1.1421583107376956,0,6.794218073667344,0.2470840684343546,6.653492685540058,0.24196633434729944,4.771285359159213,0.17351644963700505,4.822082853616516,0.17536379269557237,3.07344785184058,0.11177150793802729
1,BTEright SD,1,21,1.601149184243513,,1.9806965896926456,1.1932012611609568,0,7.135245931338678,0.20925062710063064,6.055368768263074,0.17758178544616707,2.1442440996392618,0.06288282517855175,6.583292299024104,0.1930638488446741,4.946547503361176,0.1450641193060028
1,BTEright SD,1,22,1.1370681150413686,,1.8195686195452265,1.1421013316485669,0,10.743607313140398,0.21169494863797703,17.603831480850523,0.34687066387955523,8.123586430390889,0.1600693474746039,9.63595727446114,0.18986951224472165,3.4888156776686476,0.06874456913443797
1,BTEright SD,1,23,0.9887175486971201,,1.60368731830723,1.0901136182051414,0,12.472299922615173,0.40045819345461015,2.438184386816225,0.07828475268488681,1.3396860107932644,0.043014379305127706,3.5655718767527746,0.11448269214629245,2.7924712127739273,0.08966012556463399
1,BTEright SD,1,24,0.4350813104087931,,1.5160848448637454,1.0366662908192443,0,8.813507056323783,0.28087133370057416,3.0548106163279583,0.0973515680565634,3.957176972071032,0.12610843410368724,6.902422510585425,0.21996835129574913,3.455356979893918,0.1101162927711099
1,BTEright SD,1,25,1.2401775629051492,,1.164997279634555,1.041098824258209,0,7.6045298052901265,0.2920416144167355,7.846938244802762,0.3013509805230086,4.209618302688778,0.16166465996888355,4.836549906456802,0.18574111471115037,5.039205403211328,0.19352382317018565
1,BTEright SD,1,26,2.4044006213765705,,1.0486746712401591,1.18315592321145,0,6.36113940033643,0.3110991022002388,7.686883596029509,0.37593620182510806,2.288379629327141,0.11191593256694499,4.625764860137786,0.22622854246869173,1.43526166412788,0.07019318191784776
1,BTEright SD,1,27,1.0460569898210994,,1.4781983801958145,0.931649092596911,0,5.43342771635533,0.2317688937174391,7.294564852693981,0.3111577652850539,4.2899471287870385,0.18299245928171165,3.4919064307216323,0.14895114698535863,2.6412372168370553,0.11266490689642938
1,BTEright SD,1,28,0.6194167532293532,,1.0699764581061992,1.1035854348115066,0,3.1098281792128435,0.060722197565134604,5.9900520249997165,0.11696116361629154,10.040948899918563,0.1960585754922977,12.535575557191528,0.24476840896371557,15.46252545898098,0.3019197433646719
1,BTEright SD,1,29,0.47451516641343655,,1.3122616851221967,0.9658176143577855,0,4.08979601389013,0.10953251397557565,3.651780899512639,0.0978016363293257,7.0249761712118275,0.18814221981683818,12.034240577935757,0.3222998457163636,7.283919435790818,0.19507721282139182
1,BTEright SD,1,30,0.840656973911911,,1.1283610538290842,0.9052338567203789,0,13.24880743609235,0.20428147578993452,13.516825044282045,0.2084140011362934,6.765999582196666,0.10432398436706973,9.539312207839423,0.14708529693998887,14.20082673974934,0.2189605259059287
1,BTEright SD,1,31,0.7017483174428301,,1.2107138800122579,0.9042851993263632,0,5.35137637182819,0.13139819231035885,3.5989342772809723,0.0883685664062072,2.139327304508525,0.052529241271919616,11.428038703863963,0.2806051234306179,11.069030820737634,0.27179001053437196
1,BTEright SD,1,32,0.4507202445362796,,1.2692996046024252,0.9703170261162419,0,9.392159631079306,0.1858165035524278,4.476841916785617,0.08857080209554075,6.588635812530365,0.13035098613672233,13.320493655873337,0.2635355076947563,10.280411475172995,0.2033898688301343
1,BTEright SD,1,33,0.5094099476070018,,0.9314712219145072,0.9543553799440962,0,6.5891042890545,0.12531469110913063,7.828392404318736,0.14888405661720625,6.31824734833623,0.1201634061435462,13.869973423615342,0.2637856921098477,12.58216992180878,0.23929363811303608
1,BTEright SD,1,34,0.5530982918149757,,1.1386392286529965,1.0555701127282462,0,6.024923964270713,0.08842394638861593,12.18331106333946,0.17880664564220125,15.59191496533071,0.2288325398239521,27.02938977400352,0.39669302491899483,10.69073589739873,0.15690107683555854
1,BTEright SD,1,35,0.525465494598513,,0.7991560695232522,0.9997280828027658,0,12.204127535775875,0.24666819436295076,6.42910479520156,0.1299442067082378,4.147748785173761,0.08383374399445667,13.431710301425667,0.2714799331247959,9.49219399756024,0.19185495620700824
